"canonical_product_id","name","shop","date","original_price","promotion_price","match_status"
"prod_3990e343bc29ca7a","Аксессуар для дайвинга DJI Комплект для дайвинга Osmo Action Diving Accessory Kit","mvideo","2026-09-17 14:43:17.161",12318,7025,"provisional"
"prod_3990e343bc29ca7a","Аксессуар для дайвинга DJI Комплект для дайвинга Osmo Action Diving Accessory Kit","mvideo","2026-09-17 14:53:23.804",12318,7025,"provisional"
"prod_3990e343bc29ca7a","Аксессуар для дайвинга DJI Комплект для дайвинга Osmo Action Diving Accessory Kit","mvideo","2026-09-17 15:03:26.689",12318,7025,"provisional"
"prod_3990e343bc29ca7a","Аксессуар для дайвинга DJI Комплект для дайвинга Osmo Action Diving Accessory Kit","mvideo","2026-09-17 15:13:29.237",12318,7025,"provisional"
"prod_3990e343bc29ca7a","Аксессуар для дайвинга DJI Комплект для дайвинга Osmo Action Diving Accessory Kit","mvideo","2026-09-17 15:23:32.188",12318,7025,"provisional"
"prod_3990e343bc29ca7a","Аксессуар для дайвинга DJI Комплект для дайвинга Osmo Action Diving Accessory Kit","mvideo","2026-09-17 16:31:23.282",12318,7025,"provisional"
"prod_3990e343bc29ca7a","Аксессуар для дайвинга DJI Комплект для дайвинга Osmo Action Diving Accessory Kit","mvideo","2026-09-17 16:41:24.864",12318,7025,"provisional"
"prod_3af860672ce20643","Шампунь для волос SOKOLOV Dark Cherry&Almond, для восстановления , 750мл","lenta","2026-09-17 14:43:42.820",2104.22,549.99,"provisional"
"prod_3af860672ce20643","Шампунь для волос SOKOLOV Dark Cherry&Almond, для восстановления , 750мл","lenta","2026-09-17 14:54:58.478",2104.22,549.99,"provisional"
"prod_3af860672ce20643","Шампунь для волос SOKOLOV Dark Cherry&Almond, для восстановления , 750мл","lenta","2026-09-17 15:06:15.634",2104.22,549.99,"provisional"
"prod_3af860672ce20643","Шампунь для волос SOKOLOV Dark Cherry&Almond, для восстановления , 750мл","lenta","2026-09-17 15:17:36.716",2104.22,549.99,"provisional"
"prod_3af860672ce20643","Шампунь для волос SOKOLOV Dark Cherry&Almond, для восстановления , 750мл","lenta","2026-09-17 15:28:50.804",2104.22,549.99,"provisional"
"prod_3af860672ce20643","Шампунь для волос SOKOLOV Dark Cherry&Almond, для восстановления , 750мл","lenta","2026-09-17 16:37:32.144",2104.22,549.99,"provisional"
"prod_3ba7a4f25eb86dba","Стиральная машина Haier HW70-BP12959AE","holodilnik","2026-09-17 15:05:38.979",50999,42499,"provisional"
"prod_3ba7a4f25eb86dba","Стиральная машина Haier HW70-BP12959AE","holodilnik","2026-09-17 15:15:40.483",50999,42499,"provisional"
"prod_3ba7a4f25eb86dba","Стиральная машина Haier HW70-BP12959AE","holodilnik","2026-09-17 15:25:41.609",50999,42499,"provisional"
"prod_3ba7a4f25eb86dba","Стиральная машина Haier HW70-BP12959AE","holodilnik","2026-09-17 16:33:31.790",50999,42499,"provisional"
"prod_3ba7a4f25eb86dba","Стиральная машина Haier HW70-BP12959AE","holodilnik","2026-09-17 16:43:32.596",50999,42499,"provisional"
"prod_3c135266f5461fc2","Пенка для умывания `CELIMAX` слабокислотная 150 мл","podruzhka","2026-09-17 15:05:45.834",1780,567,"provisional"
"prod_3c135266f5461fc2","Пенка для умывания `CELIMAX` слабокислотная 150 мл","podruzhka","2026-09-17 15:15:50.158",1780,567,"provisional"
"prod_3c135266f5461fc2","Пенка для умывания `CELIMAX` слабокислотная 150 мл","podruzhka","2026-09-17 15:25:54.197",1780,567,"provisional"
"prod_3c135266f5461fc2","Пенка для умывания `CELIMAX` слабокислотная 150 мл","podruzhka","2026-09-17 16:33:47.596",1780,567,"provisional"
"prod_3d7726d106d507bd","Крем для лица `NSC` ниацинамид глубокое восстановление и сияние кожи с витамином C 120 мл","podruzhka","2026-09-17 15:05:45.838",679,420,"provisional"
"prod_3d7726d106d507bd","Крем для лица `NSC` ниацинамид глубокое восстановление и сияние кожи с витамином C 120 мл","podruzhka","2026-09-17 15:15:50.160",679,420,"provisional"
"prod_3d7726d106d507bd","Крем для лица `NSC` ниацинамид глубокое восстановление и сияние кожи с витамином C 120 мл","podruzhka","2026-09-17 15:25:54.199",679,420,"provisional"
"prod_3d7726d106d507bd","Крем для лица `NSC` ниацинамид глубокое восстановление и сияние кожи с витамином C 120 мл","podruzhka","2026-09-17 16:33:47.597",679,420,"provisional"
"prod_41bfbe38feba5250","Стиральная машина Beko WRE6512ZAW","holodilnik","2026-09-17 15:05:38.940",28990,28699,"provisional"
"prod_41bfbe38feba5250","Стиральная машина Beko WRE6512ZAW","holodilnik","2026-09-17 15:15:40.463",28990,28699,"provisional"
"prod_41bfbe38feba5250","Стиральная машина Beko WRE6512ZAW","holodilnik","2026-09-17 15:25:41.597",28990,28699,"provisional"
"prod_41bfbe38feba5250","Стиральная машина Beko WRE6512ZAW","holodilnik","2026-09-17 16:33:31.781",28990,28699,"provisional"
"prod_41bfbe38feba5250","Стиральная машина Beko WRE6512ZAW","holodilnik","2026-09-17 16:43:32.584",28990,28699,"provisional"
"prod_41f71a665d573856","Лодочный мотор MARLIN MP 9.9 (15) AMHS, двухтактный, бензиновый","mvideo","2026-09-17 14:43:17.130",131200,122496,"provisional"
"prod_41f71a665d573856","Лодочный мотор MARLIN MP 9.9 (15) AMHS, двухтактный, бензиновый","mvideo","2026-09-17 14:53:23.774",131200,122496,"provisional"
"prod_41f71a665d573856","Лодочный мотор MARLIN MP 9.9 (15) AMHS, двухтактный, бензиновый","mvideo","2026-09-17 15:03:26.671",131200,122496,"provisional"
"prod_41f71a665d573856","Лодочный мотор MARLIN MP 9.9 (15) AMHS, двухтактный, бензиновый","mvideo","2026-09-17 15:13:29.213",131200,122496,"provisional"
"prod_41f71a665d573856","Лодочный мотор MARLIN MP 9.9 (15) AMHS, двухтактный, бензиновый","mvideo","2026-09-17 15:23:32.169",131200,122496,"provisional"
"prod_41f71a665d573856","Лодочный мотор MARLIN MP 9.9 (15) AMHS, двухтактный, бензиновый","mvideo","2026-09-17 16:31:23.269",131200,122496,"provisional"
"prod_41f71a665d573856","Лодочный мотор MARLIN MP 9.9 (15) AMHS, двухтактный, бензиновый","mvideo","2026-09-17 16:41:24.852",131200,122496,"provisional"
